Full Name,Email Address,Department,Phone Number,Address
Luis Gómez,luis.gómez923@systech.br,Administração,(41) 9680-244,"Rua Chico Mendes 51, Curitiba/PR"
Miguel Rodríguez,miguel.rodríguez924@systech.br,Vendas,(41) 9393-708,"Rua Zumbi dos Palmares 71, Curitiba/PR"
María Gómez,maría.gómez925@systech.br,CEO,(41) 9583-637,"Rua Princesa Isabel 51, Curitiba/PR"
Lucía Pérez,lucía.pérez926@systech.br,Administração,(41) 9269-279,"Rua Juscelino Kubitschek 85, Curitiba/PR"
Juan Pérez,juan.pérez927@systech.br,Compras,(41) 9469-540,"Rua Chico Mendes 49, Curitiba/PR"
Sofía Martín,sofía.martín928@systech.br,Gerente,(41) 9819-479,"Rua Machado de Assis 92, Curitiba/PR"
Ana Pérez,ana.pérez929@systech.br,CEO,(41) 9535-513,"Rua Getúlio Vargas 32, Curitiba/PR"
Carlos Martín,carlos.martín930@systech.br,Vendas,(41) 9406-172,"Rua Dom Pedro I 40, Curitiba/PR"
Laura Díaz,laura.díaz931@systech.br,TI,(41) 9600-770,"Rua Chico Mendes 9, Curitiba/PR"
Luis Fernández,luis.fernández932@systech.br,CEO,(41) 9542-129,"Rua Princesa Isabel 74, Curitiba/PR"
Juan Gómez,juan.gómez933@systech.br,Gerente,(41) 9919-243,"Rua Princesa Isabel 48, Curitiba/PR"
Laura González,laura.gonzález934@systech.br,Compras,(41) 9972-147,"Rua Getúlio Vargas 31, Curitiba/PR"
Laura Díaz,laura.díaz935@systech.br,Gerente,(41) 9419-560,"Rua Oscar Niemeyer 34, Curitiba/PR"
María Rodríguez,maría.rodríguez936@systech.br,Gerente,(41) 9449-186,"Rua Oscar Niemeyer 69, Curitiba/PR"
Lucía Rodríguez,lucía.rodríguez937@systech.br,Vendas,(41) 9375-707,"Rua Machado de Assis 80, Curitiba/PR"
Pedro Díaz,pedro.díaz938@systech.br,Gerente,(41) 9633-669,"Rua Dom Pedro I 85, Curitiba/PR"
Luis Martínez,luis.martínez939@systech.br,Lider,(41) 9510-142,"Rua Dom Pedro I 53, Curitiba/PR"
Juan López,juan.lópez940@systech.br,TI,(41) 9506-965,"Rua Getúlio Vargas 76, Curitiba/PR"
Sofía Pérez,sofía.pérez941@systech.br,Lider,(41) 9708-761,"Rua Zumbi dos Palmares 73, Curitiba/PR"
Lucía Martín,lucía.martín942@systech.br,Coordinador,(41) 9160-901,"Rua Tiradentes 23, Curitiba/PR"
Laura López,laura.lópez943@systech.br,TI,(41) 9859-135,"Rua Oscar Niemeyer 17, Curitiba/PR"
Ana López,ana.lópez944@systech.br,CEO,(41) 9791-637,"Rua Chico Mendes 45, Curitiba/PR"
Carlos González,carlos.gonzález945@systech.br,Compras,(41) 9999-877,"Rua Machado de Assis 56, Curitiba/PR"
Lucía Díaz,lucía.díaz946@systech.br,Gestor,(41) 9924-201,"Rua Machado de Assis 47, Curitiba/PR"
María Rodríguez,maría.rodríguez947@systech.br,Compras,(41) 9158-441,"Rua Oscar Niemeyer 73, Curitiba/PR"
Lucía Martínez,lucía.martínez948@systech.br,Administração,(41) 9741-919,"Rua Getúlio Vargas 4, Curitiba/PR"
Miguel López,miguel.lópez949@systech.br,TI,(41) 9691-223,"Rua Chico Mendes 22, Curitiba/PR"
Ana González,ana.gonzález950@systech.br,CEO,(41) 9397-294,"Rua Getúlio Vargas 84, Curitiba/PR"
Miguel Pérez,miguel.pérez951@systech.br,Gerente,(41) 9305-811,"Rua Dom Pedro I 11, Curitiba/PR"
Miguel Pérez,miguel.pérez952@systech.br,Lider,(41) 9657-292,"Rua Tiradentes 5, Curitiba/PR"
Pedro Fernández,pedro.fernández953@systech.br,Gestor,(41) 9571-862,"Rua Dom Pedro II 59, Curitiba/PR"
Luis Pérez,luis.pérez954@systech.br,CEO,(41) 9934-784,"Rua Tiradentes 84, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez955@systech.br,Lider,(41) 9399-762,"Rua Dom Pedro II 17, Curitiba/PR"
María Díaz,maría.díaz956@systech.br,Lider,(41) 9572-445,"Rua Juscelino Kubitschek 83, Curitiba/PR"
Pedro Rodríguez,pedro.rodríguez957@systech.br,Vendas,(41) 9560-581,"Rua Chico Mendes 80, Curitiba/PR"
Carlos Martínez,carlos.martínez958@systech.br,Administração,(41) 9255-109,"Rua Dom Pedro II 89, Curitiba/PR"
Luis Rodríguez,luis.rodríguez959@systech.br,Administração,(41) 9201-386,"Rua Getúlio Vargas 79, Curitiba/PR"
María Martínez,maría.martínez960@systech.br,Vendas,(41) 9477-572,"Rua Getúlio Vargas 1, Curitiba/PR"
Juan López,juan.lópez961@systech.br,Coordinador,(41) 9311-151,"Rua Juscelino Kubitschek 23, Curitiba/PR"
Sofía López,sofía.lópez962@systech.br,Compras,(41) 9276-960,"Rua Dom Pedro II 68, Curitiba/PR"
Juan Rodríguez,juan.rodríguez963@systech.br,Compras,(41) 9983-413,"Rua Machado de Assis 8, Curitiba/PR"
Pedro López,pedro.lópez964@systech.br,CEO,(41) 9416-311,"Rua Zumbi dos Palmares 94, Curitiba/PR"
María Fernández,maría.fernández965@systech.br,Compras,(41) 9541-932,"Rua Juscelino Kubitschek 93, Curitiba/PR"
Luis González,luis.gonzález966@systech.br,CEO,(41) 9222-905,"Rua Chico Mendes 2, Curitiba/PR"
Ana Sánchez,ana.sánchez967@systech.br,CEO,(41) 9817-465,"Rua Dom Pedro II 37, Curitiba/PR"
Juan Sánchez,juan.sánchez968@systech.br,Lider,(41) 9600-480,"Rua Dom Pedro II 18, Curitiba/PR"
Pedro Fernández,pedro.fernández969@systech.br,CEO,(41) 9597-819,"Rua Dom Pedro II 100, Curitiba/PR"
Luis Martínez,luis.martínez970@systech.br,Gerente,(41) 9948-574,"Rua Dom Pedro II 91, Curitiba/PR"
María López,maría.lópez971@systech.br,Gestor,(41) 9672-847,"Rua Tiradentes 36, Curitiba/PR"
Carlos Sánchez,carlos.sánchez972@systech.br,TI,(41) 9947-604,"Rua Oscar Niemeyer 68, Curitiba/PR"
María Díaz,maría.díaz973@systech.br,TI,(41) 9185-477,"Rua Tiradentes 70, Curitiba/PR"
Laura Díaz,laura.díaz974@systech.br,Gestor,(41) 9398-951,"Rua Getúlio Vargas 48, Curitiba/PR"
Miguel Sánchez,miguel.sánchez975@systech.br,Vendas,(41) 9541-771,"Rua Juscelino Kubitschek 39, Curitiba/PR"
Miguel Díaz,miguel.díaz976@systech.br,Lider,(41) 9262-861,"Rua Princesa Isabel 49, Curitiba/PR"
Luis Martínez,luis.martínez977@systech.br,Coordinador,(41) 9376-631,"Rua Getúlio Vargas 55, Curitiba/PR"
Ana González,ana.gonzález978@systech.br,Coordinador,(41) 9566-796,"Rua Juscelino Kubitschek 99, Curitiba/PR"
Ana Martín,ana.martín979@systech.br,Compras,(41) 9910-309,"Rua Tiradentes 47, Curitiba/PR"
Carlos Díaz,carlos.díaz980@systech.br,Compras,(41) 9393-236,"Rua Princesa Isabel 47, Curitiba/PR"
Luis Martín,luis.martín981@systech.br,Compras,(41) 9810-630,"Rua Machado de Assis 53, Curitiba/PR"
Laura Martín,laura.martín982@systech.br,TI,(41) 9734-964,"Rua Juscelino Kubitschek 60, Curitiba/PR"
María González,maría.gonzález983@systech.br,Compras,(41) 9877-457,"Rua Princesa Isabel 10, Curitiba/PR"
Miguel Martínez,miguel.martínez984@systech.br,Administração,(41) 9142-779,"Rua Princesa Isabel 63, Curitiba/PR"
Miguel Martínez,miguel.martínez985@systech.br,Gestor,(41) 9235-113,"Rua Oscar Niemeyer 2, Curitiba/PR"
Laura Pérez,laura.pérez986@systech.br,CEO,(41) 9251-196,"Rua Juscelino Kubitschek 39, Curitiba/PR"
Carlos Martín,carlos.martín987@systech.br,Coordinador,(41) 9588-216,"Rua Juscelino Kubitschek 70, Curitiba/PR"
Miguel González,miguel.gonzález988@systech.br,TI,(41) 9169-554,"Rua Dom Pedro I 27, Curitiba/PR"
Luis Fernández,luis.fernández989@systech.br,TI,(41) 9920-104,"Rua Chico Mendes 21, Curitiba/PR"
María Martín,maría.martín990@systech.br,Administração,(41) 9410-582,"Rua Zumbi dos Palmares 20, Curitiba/PR"
Ana Gómez,ana.gómez991@systech.br,TI,(41) 9641-790,"Rua Chico Mendes 20, Curitiba/PR"
Ana Rodríguez,ana.rodríguez992@systech.br,CEO,(41) 9963-629,"Rua Zumbi dos Palmares 13, Curitiba/PR"
Lucía Díaz,lucía.díaz993@systech.br,Vendas,(41) 9883-857,"Rua Dom Pedro II 57, Curitiba/PR"
Juan Martínez,juan.martínez994@systech.br,Coordinador,(41) 9134-651,"Rua Princesa Isabel 79, Curitiba/PR"
Juan Martín,juan.martín995@systech.br,Compras,(41) 9952-805,"Rua Machado de Assis 65, Curitiba/PR"
Sofía Rodríguez,sofía.rodríguez996@systech.br,Vendas,(41) 9996-112,"Rua Chico Mendes 58, Curitiba/PR"
Sofía López,sofía.lópez997@systech.br,Lider,(41) 9447-420,"Rua Dom Pedro II 54, Curitiba/PR"
María Sánchez,maría.sánchez998@systech.br,CEO,(41) 9283-339,"Rua Oscar Niemeyer 32, Curitiba/PR"
Luis Martínez,luis.martínez999@systech.br,Administração,(41) 9298-525,"Rua Dom Pedro II 35, Curitiba/PR"
Sofía López,sofía.lópez1000@systech.br,TI,(41) 9272-901,"Rua Oscar Niemeyer 12, Curitiba/PR"
